Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
21-12-2023, 9, 48, 18.50, 80.00, 18.06
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
21-12-2023, 9, 49, 18.30, 81.70, 18.06
21-12-2023, 9, 59, 18.30, 80.40, 18.13
