Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
24-1-2024, 10, 32, 16.50, 82.10, 16.06
24-1-2024, 10, 47, 16.60, 81.00, 16.56
