Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
1-1-2000, 0, 8, 18.10, 79.50, 17.25
1-1-2000, 0, 9, 18.00, 79.60, 17.38
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
1-1-2000, 0, 0, 16.50, 81.00, 16.00
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
