Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
17-1-2024, 16, 40, 19.60, 64.10, 19.56
17-1-2024, 16, 44, 19.70, 64.00, 19.56
