Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
20-12-2023, 10, 10, 18.40, 62.00, 18.13
20-12-2023, 10, 11, 18.60, 61.60, 18.69
20-12-2023, 10, 12, 18.70, 58.60, 19.00
20122023,d10,i13,n18.70,s57.80,x19.19
20122023,œ10,œ14,œ18.70,œ57.60,œ19.44
