Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
18-1-2024, 9, 46, 16.40, 90.30, 15.38
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
18-1-2024, 9, 49, 16.50, 87.90, 15.63
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
18-1-2024, 9, 50, 16.50, 79.70, 15.75
18-1-2024, 9, 52, 16.60, 79.60, 15.81
