Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
17-1-2024, 16, 30, 20.00, 62.70, 18.94
17-1-2024, 16, 34, 20.20, 61.60, 18.88
