Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
23-1-2024, 12, 0, 17.70, 79.60, 15.75
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
23-1-2024, 12, 35, 18.20, 59.50, 17.63
23-1-2024, 12, 50, 18.00, 60.70, 17.19
