Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
1-1-2000, 5, 0, 14.20, 61.40, 12.69
1-1-2000, 5, 2, 14.20, 61.20, 12.63
1-1-2000, 5, 3, 14.10, 61.10, 12.63
1-1-2000, 5, 4, 14.10, 61.90, 12.63
1-1-2000, 5, 5, 14.10, 62.00, 12.63
1-1-2000, 5, 6, 14.10, 61.80, 12.63
1-1-2000, 5, 7, 14.00, 62.30, 12.63
1-1-2000, 5, 8, 14.00, 62.60, 12.56
1-1-2000, 5, 9, 14.00, 62.70, 12.56
1-1-2000, 5, 10, 14.00, 63.00, 12.56
1-1-2000, 5, 12, 13.90, 63.60, 12.56
1-1-2000, 5, 13, 13.90, 63.50, 12.50
1-1-2000, 5, 14, 13.90, 63.60, 12.38
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
1-1-2000, 5, 14, 15.60, 69.70, 15.25
1-1-2000, 5, 15, 15.70, 75.30, 15.38
1-1-2000, 5, 16, 16.00, 69.50, 13.69
1-1-2000, 5, 17, 15.90, 67.80, 14.19
1-1-2000, 5, 18, 15.90, 68.10, 14.56
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
1-1-2000, 5, 20, 14.40, 68.10, 11.69
1-1-2000, 5, 21, 14.20, 69.60, 11.31
1-1-2000, 5, 22, 13.60, 72.10, 11.00
1-1-2000, 5, 23, 13.10, 74.40, 10.88
1-1-2000, 5, 24, 13.00, 76.20, 10.69
1-1-2000, 5, 25, 12.90, 76.90, 10.69
1-1-2000, 5, 26, 12.90, 77.50, 10.69
1-1-2000, 5, 27, 12.80, 77.50, 10.50
1-1-2000, 5, 28, 12.80, 77.60, 10.38
1-1-2000, 5, 30, 12.70, 78.10, 10.31
1-1-2000, 5, 31, 12.70, 78.20, 10.19
1-1-2000, 5, 32, 12.70, 78.70, 10.06
1-1-2000, 5, 33, 12.70, 78.50, 10.13
1-1-2000, 5, 34, 12.60, 78.60, 10.13
1-1-2000, 5, 35, 12.60, 78.70, 10.19
1-1-2000, 5, 36, 12.70, 78.80, 10.19
1-1-2000, 5, 37, 12.70, 78.90, 10.19
1-1-2000, 5, 38, 12.60, 78.80, 10.38
1-1-2000, 5, 39, 12.60, 78.90, 10.44
1-1-2000, 5, 40, 12.50, 78.70, 10.38
1-1-2000, 5, 42, 12.50, 79.10, 10.25
1-1-2000, 5, 43, 12.50, 79.40, 10.25
1-1-2000, 5, 44, 12.50, 79.40, 10.31
1-1-2000, 5, 45, 12.50, 79.60, 10.44
1-1-2000, 5, 46, 12.50, 79.50, 10.44
1-1-2000, 5, 47, 12.50, 79.70, 10.38
1-1-2000, 5, 48, 12.50, 79.60, 10.50
1-1-2000, 5, 49, 12.50, 79.80, 10.63
1-1-2000, 5, 50, 12.40, 80.00, 10.81
1-1-2000, 5, 51, 12.50, 79.90, 10.75
1-1-2000, 5, 53, 12.40, 79.90, 10.69
1-1-2000, 5, 54, 12.50, 80.00, 10.63
1-1-2000, 5, 55, 12.50, 79.90, 10.63
1-1-2000, 5, 56, 12.50, 80.00, 10.69
1-1-2000, 5, 57, 12.50, 79.80, 10.75
1-1-2000, 5, 58, 12.50, 79.90, 10.69
1-1-2000, 5, 59, 12.50, 80.00, 10.50
