Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
17-1-2024, 16, 53, 19.00, 69.50, 18.75
17-1-2024, 16, 57, 19.40, 69.20, 19.25
