Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
24-1-2024, 10, 3, 16.70, 74.80, 15.81
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
24-1-2024, 10, 26, 17.40, 68.70, 16.50
