Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
1-1-2000, 0, 1, 18.70, 80.30, 18.13
1-1-2000, 0, 2, 18.80, 74.90, 18.06
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
