Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
18-1-2024, 14, 45, 18.30, 80.90, 19.06
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
18-1-2024, 14, 46, 18.60, 76.20, 19.50
18-1-2024, 14, 47, 18.60, 75.60, 20.31
