Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
22-12-2023, 10, 0, 21.60, 54.60, 18.69
22-12-2023, 10, 1, 21.60, 54.30, 18.13
22-12-2023, 10, 3, 21.40, 54.40, 18.06
22-12-2023, 10, 4, 21.40, 55.00, 18.06
22-12-2023, 10, 5, 21.40, 54.90, 17.94
22-12-2023, 10, 6, 21.80, 54.70, 17.81
22-12-2023, 10, 7, 22.50, 52.70, 17.69
22-12-2023, 10, 8, 23.20, 51.10, 17.63
22-12-2023, 10, 9, 23.80, 49.80, 17.81
22-12-2023, 10, 10, 24.50, 48.20, 18.00
22-12-2023, 10, 11, 25.30, 47.00, 18.06
22-12-2023, 10, 12, 26.20, 45.60, 18.69
22-12-2023, 10, 14, 26.50, 44.80, 19.94
22-12-2023, 10, 15, 27.20, 43.90, 20.31
22-12-2023, 10, 16, 27.60, 42.90, 20.69
22-12-2023, 10, 17, 27.80, 41.90, 20.94
22-12-2023, 10, 18, 27.70, 41.50, 21.13
22-12-2023, 10, 19, 27.90, 41.50, 21.50
22-12-2023, 10, 20, 28.50, 40.60, 21.19
22-12-2023, 10, 21, 28.60, 40.60, 20.81
22-12-2023, 10, 22, 28.60, 39.80, 21.25
22-12-2023, 10, 23, 29.10, 39.20, 21.31
22-12-2023, 10, 24, 28.70, 39.30, 21.13
22-12-2023, 10, 26, 28.80, 39.90, 21.19
22-12-2023, 10, 27, 29.20, 39.70, 21.25
22-12-2023, 10, 28, 29.60, 38.70, 21.19
22-12-2023, 10, 29, 29.70, 39.20, 21.25
22-12-2023, 10, 30, 30.30, 39.00, 21.38
22-12-2023, 10, 31, 29.90, 37.60, 21.56
22-12-2023, 10, 32, 29.60, 37.60, 21.31
22-12-2023, 10, 33, 29.20, 37.60, 21.56
22-12-2023, 10, 34, 29.80, 38.20, 22.00
22-12-2023, 10, 35, 30.40, 37.40, 22.13
22-12-2023, 10, 36, 30.70, 36.80, 22.50
22-12-2023, 10, 38, 30.70, 36.50, 22.94
22-12-2023, 10, 39, 31.20, 36.50, 23.13
22-12-2023, 10, 40, 31.60, 36.10, 22.81
22-12-2023, 10, 41, 30.90, 35.20, 22.75
22-12-2023, 10, 42, 31.20, 35.40, 22.44
22-12-2023, 10, 43, 31.40, 35.90, 22.63
22-12-2023, 10, 44, 31.50, 35.20, 22.63
22-12-2023, 10, 45, 31.70, 35.60, 22.44
22-12-2023, 10, 46, 32.20, 34.60, 22.94
22-12-2023, 10, 47, 32.00, 34.00, 23.13
22-12-2023, 10, 48, 32.10, 34.00, 23.25
22-12-2023, 10, 50, 32.20, 34.10, 23.50
22-12-2023, 10, 51, 32.60, 33.50, 23.31
22-12-2023, 10, 52, 32.60, 33.10, 22.69
22-12-2023, 10, 53, 32.40, 34.00, 22.56
22-12-2023, 10, 54, 32.30, 33.70, 22.00
22-12-2023, 10, 55, 32.00, 34.10, 21.88
22-12-2023, 10, 56, 32.20, 34.10, 21.88
22-12-2023, 10, 57, 32.50, 33.90, 21.13
22-12-2023, 10, 58, 31.90, 34.70, 21.19
22-12-2023, 10, 59, 31.50, 35.10, 21.13
