Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
21-12-2023, 17, 0, 16.60, 67.30, 17.38
21-12-2023, 17, 1, 16.70, 67.70, 17.31
21-12-2023, 17, 2, 16.60, 67.60, 17.31
21-12-2023, 17, 3, 16.50, 68.30, 17.25
21-12-2023, 17, 4, 16.50, 68.50, 17.19
21-12-2023, 17, 5, 16.50, 68.70, 17.06
21-12-2023, 17, 6, 16.30, 67.90, 17.06
21-12-2023, 17, 7, 16.20, 70.00, 16.94
21-12-2023, 17, 9, 16.20, 69.80, 16.94
21-12-2023, 17, 10, 16.10, 70.50, 16.88
21-12-2023, 17, 11, 16.10, 71.00, 16.81
21-12-2023, 17, 12, 16.00, 70.80, 16.88
21-12-2023, 17, 13, 16.10, 71.70, 16.81
21-12-2023, 17, 14, 16.00, 71.10, 16.81
21-12-2023, 17, 15, 16.00, 71.80, 16.88
21-12-2023, 17, 16, 16.00, 71.50, 16.81
21-12-2023, 17, 17, 16.00, 72.70, 16.75
21-12-2023, 17, 18, 16.10, 72.10, 16.69
21-12-2023, 17, 19, 15.90, 72.00, 16.63
21-12-2023, 17, 21, 16.00, 73.00, 16.63
21-12-2023, 17, 22, 16.10, 72.80, 16.69
21-12-2023, 17, 23, 16.00, 72.40, 16.69
21-12-2023, 17, 24, 16.00, 72.40, 16.63
21-12-2023, 17, 25, 16.00, 72.20, 16.63
21-12-2023, 17, 26, 16.00, 72.60, 16.63
21-12-2023, 17, 27, 16.10, 72.70, 16.63
21-12-2023, 17, 28, 16.00, 72.50, 16.63
21-12-2023, 17, 29, 16.00, 71.70, 16.50
21-12-2023, 17, 30, 15.90, 71.60, 16.50
21-12-2023, 17, 32, 15.90, 71.80, 16.44
21-12-2023, 17, 33, 15.80, 72.10, 16.44
21-12-2023, 17, 34, 15.90, 72.40, 16.38
21-12-2023, 17, 35, 15.80, 71.90, 16.31
21-12-2023, 17, 36, 15.80, 72.10, 16.31
21-12-2023, 17, 37, 15.80, 71.90, 16.31
21-12-2023, 17, 38, 15.80, 71.30, 16.31
21-12-2023, 17, 39, 15.80, 71.60, 16.25
21-12-2023, 17, 40, 15.70, 71.60, 16.19
21-12-2023, 17, 41, 15.60, 71.60, 16.19
21-12-2023, 17, 42, 15.60, 72.10, 16.13
21-12-2023, 17, 44, 15.60, 72.20, 16.06
21-12-2023, 17, 45, 15.60, 72.70, 16.06
21-12-2023, 17, 46, 15.60, 72.80, 16.00
21-12-2023, 17, 47, 15.60, 72.50, 16.00
21-12-2023, 17, 48, 15.50, 72.70, 16.00
21-12-2023, 17, 49, 15.50, 72.20, 16.00
21-12-2023, 17, 50, 15.50, 71.70, 16.00
21-12-2023, 17, 51, 15.40, 72.80, 15.94
21-12-2023, 17, 52, 15.50, 73.30, 15.94
21-12-2023, 17, 53, 15.40, 72.90, 15.88
21-12-2023, 17, 55, 15.30, 73.00, 15.88
21-12-2023, 17, 56, 15.30, 73.20, 15.88
21-12-2023, 17, 57, 15.40, 72.30, 15.88
21-12-2023, 17, 58, 15.40, 73.00, 15.88
21-12-2023, 17, 59, 15.50, 72.40, 15.81
