Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
20-12-2023, 13, 46, 26.50, 63.00, 24.69
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
20-12-2023, 13, 47, 23.70, 50.70, 24.69
