Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
1-1-2000, 0, 0, 18.20, 79.60, 20.31
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
Date, Hour, Minute, Air_Temp, Humidity, Surface_Temp
1-1-2000, 0, 1, 17.90, 79.50, 22.19
